nom,canonical_key,type,category,voie,severity,action
abémaciclib,abemaciclib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
abémaciclib,abemaciclib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
abiratérone,abiraterone,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
abiratérone,abiraterone,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
abiratérone,abiraterone,voie_cbip_seule,inhibiteur,CYP2C8,medium,conserver_CBIP_confidence_medium
abiratérone,abiraterone,voie_cbip_seule,inhibiteur,CYP2D6,medium,conserver_CBIP_confidence_medium
abrocitinib,abrocitinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
abrocitinib,abrocitinib,voie_cbip_seule,substrat,CYP2C19,medium,conserver_CBIP_confidence_medium
abrocitinib,abrocitinib,voie_cbip_seule,substrat,CYP2C9,medium,conserver_CBIP_confidence_medium
acalabrutinib,acalabrutinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
acalabrutinib,acalabrutinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
acalabrutinib,acalabrutinib,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
acalabrutinib,acalabrutinib,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
acalabrutinib,acalabrutinib,voie_cbip_seule,inducteur,CYP1A2,medium,conserver_CBIP_confidence_medium
acénocoumarol,acenocoumarol,voie_hug_seule,substrat,CYP1A2,medium,flag_review_HUG_pdf
acénocoumarol,acenocoumarol,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
aciclovir,aciclovir,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
aciclovir,aciclovir,voie_cbip_seule,inhibiteur,CYP1A2,medium,conserver_CBIP_confidence_medium
acide fusidique,acide fusidique,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
acide fusidique,acide fusidique,voie_hug_seule,inhibiteur,CYP2D6,medium,flag_review_HUG_pdf
acide fusidique,acide fusidique,voie_hug_seule,inhibiteur,CYP3A4/5,medium,flag_review_HUG_pdf
acide fusidique,acide fusidique,voie_hug_seule,inhibiteur,Pgp,medium,flag_review_HUG_pdf
acide méfénamique,acide mefenamique,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
acide méfénamique,acide mefenamique,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
acide valproïque,acide valproique,voie_cbip_seule,substrat,CYP2C19,low,conserver_CBIP_confidence_medium
acide valproïque,acide valproique,voie_hug_seule,inhibiteur,CYP2C9,medium,flag_review_HUG_pdf
afatinib,afatinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
afatinib,afatinib,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
agomélatine,agomelatine,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
agomélatine,agomelatine,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
alectinib,alectinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
alectinib,alectinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
alfuzosine,alfuzosine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
alfuzosine,alfuzosine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
almotriptan,almotriptan,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
almotriptan,almotriptan,voie_cbip_seule,substrat,CYP2D6,medium,conserver_CBIP_confidence_medium
almotriptan,almotriptan,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
alpelisib,alpelisib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
alpelisib,alpelisib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ambrisentan,ambrisentan,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
ambrisentan,ambrisentan,voie_cbip_seule,substrat,CYP2C19,medium,conserver_CBIP_confidence_medium
ambrisentan,ambrisentan,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ambrisentan,ambrisentan,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
amiodarone,amiodarone,voie_cbip_seule,substrat,CYP2C8,low,conserver_CBIP_confidence_medium
amiodarone,amiodarone,puissance_discordante,inhibiteur,CYP2C9,high,review_manuel_prioritaire
amiodarone,amiodarone,puissance_discordante,inhibiteur,CYP2D6,high,review_manuel_prioritaire
amiodarone,amiodarone,voie_hug_seule,inhibiteur,CYP1A2,medium,flag_review_HUG_pdf
amisulpride,amisulpride,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
amisulpride,amisulpride,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
amitriptyline,amitriptyline,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
amitriptyline,amitriptyline,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
amitriptyline,amitriptyline,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
amlodipine,amlodipine,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
anagrélide,anagrelide,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
anagrélide,anagrelide,voie_cbip_seule,substrat,CYP1A2,medium,conserver_CBIP_confidence_medium
anastrozole,anastrozole,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
anastrozole,anastrozole,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
apalutamide,apalutamide,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
apalutamide,apalutamide,voie_cbip_seule,inducteur,CYP2C19,medium,conserver_CBIP_confidence_medium
apalutamide,apalutamide,voie_cbip_seule,inducteur,CYP2C9,medium,conserver_CBIP_confidence_medium
apalutamide,apalutamide,voie_cbip_seule,inducteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
aprémilast,apremilast,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
aprémilast,apremilast,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
aprépitant,aprepitant,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
aprépitant,aprepitant,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
aprépitant,aprepitant,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
aprépitant,aprepitant,voie_cbip_seule,inducteur,CYP2C9,medium,conserver_CBIP_confidence_medium
aprépitant,aprepitant,voie_cbip_seule,inducteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
aripiprazole,aripiprazole,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
artéméther,artemether,voie_hug_seule,substrat,CYP2B6,medium,flag_review_HUG_pdf
asciminib,asciminib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
asciminib,asciminib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
asciminib,asciminib,voie_cbip_seule,inhibiteur,CYP2C9,medium,conserver_CBIP_confidence_medium
asciminib,asciminib,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
asénapine,asenapine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
asénapine,asenapine,voie_cbip_seule,substrat,CYP1A2,medium,conserver_CBIP_confidence_medium
atazanavir,atazanavir,puissance_discordante,inhibiteur,CYP3A4/5,high,review_manuel_prioritaire
atazanavir,atazanavir,voie_hug_seule,inhibiteur,CYP1A2,medium,flag_review_HUG_pdf
atazanavir,atazanavir,voie_hug_seule,inhibiteur,CYP2C9,medium,flag_review_HUG_pdf
atazanavir,atazanavir,voie_hug_seule,inhibiteur,Pgp,medium,flag_review_HUG_pdf
atogépant,atogepant,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
atogépant,atogepant,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
atogépant,atogepant,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
avanafil,avanafil,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
avanafil,avanafil,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
avatrombopag,avatrombopag,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
avatrombopag,avatrombopag,voie_cbip_seule,substrat,CYP2C9,medium,conserver_CBIP_confidence_medium
avatrombopag,avatrombopag,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
axitinib,axitinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
axitinib,axitinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
azithromycine,azithromycine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
azithromycine,azithromycine,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
azithromycine,azithromycine,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
bédaquiline,bedaquiline,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
bédaquiline,bedaquiline,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
bendamustine,bendamustine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
bendamustine,bendamustine,voie_cbip_seule,substrat,CYP1A2,medium,conserver_CBIP_confidence_medium
bérotralstat,berotralstat,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
bérotralstat,berotralstat,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
bérotralstat,berotralstat,voie_cbip_seule,inhibiteur,CYP2D6,medium,conserver_CBIP_confidence_medium
bérotralstat,berotralstat,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
bérotralstat,berotralstat,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
bétaméthasone,betamethasone,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
bétaméthasone,betamethasone,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
bexarotène,bexarotene,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
bexarotène,bexarotene,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
bictégravir,bictegravir,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
bictégravir,bictegravir,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
binimétinib,binimetinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
binimétinib,binimetinib,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
bisoprolol,bisoprolol,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
bisoprolol,bisoprolol,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
bisoprolol,bisoprolol,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
bisoprolol,bisoprolol,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
bortézomib,bortezomib,voie_hug_seule,substrat,CYP1A2,medium,flag_review_HUG_pdf
bortézomib,bortezomib,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
bortézomib,bortezomib,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
bortézomib,bortezomib,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
bosentan,bosentan,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
bosentan,bosentan,puissance_discordante,inducteur,CYP2C9,high,review_manuel_prioritaire
bosentan,bosentan,puissance_discordante,inducteur,CYP3A4/5,high,review_manuel_prioritaire
bosutinib,bosutinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
bosutinib,bosutinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
brentuximab védotine,brentuximab vedotine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
brentuximab védotine,brentuximab vedotine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
brentuximab védotine,brentuximab vedotine,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
brigatinib,brigatinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
brigatinib,brigatinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
brivaracétam,brivaracetam,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
brivaracétam,brivaracetam,voie_cbip_seule,substrat,CYP2C19,medium,conserver_CBIP_confidence_medium
bromocriptine,bromocriptine,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
budésonide,budesonide,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
budésonide,budesonide,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
budésonide,budesonide,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
bupivacaïne,bupivacaine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
bupivacaïne,bupivacaine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
bupropion,bupropion,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
bupropion,bupropion,voie_hug_seule,substrat,CYP2B6,medium,flag_review_HUG_pdf
bupropion,bupropion,voie_hug_seule,inhibiteur,CYP2D6,medium,flag_review_HUG_pdf
bupropione,bupropione,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
bupropione,bupropione,voie_cbip_seule,substrat,CYP2B6,medium,conserver_CBIP_confidence_medium
bupropione,bupropione,voie_cbip_seule,inhibiteur,CYP2D6,medium,conserver_CBIP_confidence_medium
cabazitaxel,cabazitaxel,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
cabazitaxel,cabazitaxel,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
cabergoline,cabergoline,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
cabergoline,cabergoline,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
cabozantinib,cabozantinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
cabozantinib,cabozantinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
caféine,cafeine,voie_hug_seule,substrat,CYP2E1,medium,flag_review_HUG_pdf
caféine,cafeine,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
caféine,cafeine,voie_cbip_seule,inhibiteur,CYP1A2,low,conserver_CBIP_confidence_medium
canagliflozine,canagliflozine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
canagliflozine,canagliflozine,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
candésartan,candesartan,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
candésartan,candesartan,voie_cbip_seule,substrat,CYP2C9,medium,conserver_CBIP_confidence_medium
cannabidiol,cannabidiol,voie_hug_seule,inhibiteur,CYP1A2,medium,flag_review_HUG_pdf
cannabidiol,cannabidiol,voie_hug_seule,inhibiteur,CYP3A4/5,medium,flag_review_HUG_pdf
capécitabine,capecitabine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
capécitabine,capecitabine,voie_cbip_seule,inhibiteur,CYP2C9,medium,conserver_CBIP_confidence_medium
capivasertib,capivasertib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
capivasertib,capivasertib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
capivasertib,capivasertib,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
carbamazépine,carbamazepine,voie_cbip_seule,substrat,CYP2C8,low,conserver_CBIP_confidence_medium
carbamazépine,carbamazepine,voie_hug_seule,substrat,CYP1A2,medium,flag_review_HUG_pdf
carbamazépine,carbamazepine,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
carbamazépine,carbamazepine,puissance_discordante,inducteur,CYP1A2,high,review_manuel_prioritaire
carbamazépine,carbamazepine,puissance_discordante,inducteur,Pgp,high,review_manuel_prioritaire
carbamazépine,carbamazepine,voie_cbip_seule,inducteur,CYP2B6,low,conserver_CBIP_confidence_medium
